127.0.0.1 - - [17/Aug/2018:03:09:15 +0000] "GET /2018/08/17/hello-world/ HTTP/1.1" 200 19541 "http://ejfwebdev.local/2018/08/17/hello-world/" "WordPress/4.9.8; http://ejfwebdev.local"
127.0.0.1 - - [17/Aug/2018:03:09:19 +0000] "POST /wp-cron.php?doing_wp_cron=1534475358.5195050239562988281250 HTTP/1.1" 499 0 "http://ejfwebdev.local/wp-cron.php?doing_wp_cron=1534475358.5195050239562988281250" "WordPress/4.9.8; http://ejfwebdev.local"
127.0.0.1 - - [17/Aug/2018:03:09:35 +0000] "GET / HTTP/1.0" 200 53238 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:09:36 +0000] "GET / HTTP/1.0" 200 53238 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:09:50 +0000] "GET /wp-admin/ HTTP/1.0" 302 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:09:50 +0000] "GET /wp-login.php?redirect_to=http%3A%2F%2Fejfwebdev.local%2Fwp-admin%2F&reauth=1 HTTP/1.0" 200 2264 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:10:05 +0000] "POST /wp-login.php HTTP/1.0" 302 0 "http://ejfwebdev.local/wp-login.php?redirect_to=http%3A%2F%2Fejfwebdev.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:10:06 +0000] "GET /wp-admin/ HTTP/1.0" 200 57977 "http://ejfwebdev.local/wp-login.php?redirect_to=http%3A%2F%2Fejfwebdev.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:10:06 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils&ver=4.9.8 HTTP/1.0" 200 109068 "http://ejfwebdev.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:10:07 +0000] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=4.9.8 HTTP/1.0" 200 337409 "http://ejfwebdev.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:10:07 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,jquery-ui-core,jquery-&load%5B%5D=ui-widget,jquery-ui-mouse,jquery-ui-sortable,postbox,underscore,wp-util,wp-a11y,dashboard,thickbox,plugin-install,updates,shortc&load%5B%5D=ode,media-upload,svg-painter,heartbeat,wp-auth-check,wplink,jquery-ui-position,jquery-ui-menu,jquery-ui-autocomplete&ver=4.9.8 HTTP/1.0" 200 245287 "http://ejfwebdev.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:10:10 +0000] "POST /wp-cron.php?doing_wp_cron=1534475410.4818410873413085937500 HTTP/1.1" 200 31 "http://ejfwebdev.local/wp-cron.php?doing_wp_cron=1534475410.4818410873413085937500" "WordPress/4.9.8; http://ejfwebdev.local"
127.0.0.1 - - [17/Aug/2018:03:10:10 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=1&_ajax_nonce=17ae9be941&1534475410229 HTTP/1.0" 200 1114 "http://ejfwebdev.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:10:10 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=2&_ajax_nonce=17ae9be941&1534475410904 HTTP/1.0" 200 572 "http://ejfwebdev.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:10:11 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 1328 "http://ejfwebdev.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:10:11 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=yes&_ajax_nonce=17ae9be941&1534475411357 HTTP/1.0" 200 1 "http://ejfwebdev.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:10:12 +0000] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.0" 200 904 "http://ejfwebdev.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:10:15 +0000] "GET /wp-admin/import.php HTTP/1.0" 200 34616 "http://ejfwebdev.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:10:16 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils&ver=4.9.8 HTTP/1.0" 200 41526 "http://ejfwebdev.local/wp-admin/import.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:10:16 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,thickbox,jquery-ui-core,plugin-install,underscore,wp-util,wp-a11y,updates,svg-painter,heartbeat,wp-&load%5B%5D=auth-check&ver=4.9.8 HTTP/1.0" 200 34390 "http://ejfwebdev.local/wp-admin/import.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:10:16 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=4.9.8 HTTP/1.0" 200 96157 "http://ejfwebdev.local/wp-admin/import.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
127.0.0.1 - - [17/Aug/2018:03:10:29 +0000] "GET /wp-admin/plugin-install.php HTTP/1.0" 200 70571 "http://ejfwebdev.local/wp-admin/import.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0"
